time,ip,message
126.444143, 127.0.0.1, /block 107 49 28
126.471129, 127.0.0.1, /block 102 49 28
126.499889, 127.0.0.1, /block 86 45 53
126.526998, 127.0.0.1, /block 71 43 46
126.554924, 127.0.0.1, /block 53 37 46
126.583099, 127.0.0.1, /block 40 35 60
126.611496, 127.0.0.1, /block 32 32 69
126.639328, 127.0.0.1, /block 29 32 50
126.668198, 127.0.0.1, /block 31 31 65
126.695715, 127.0.0.1, /block 32 31 53
126.723374, 127.0.0.1, /block 32 32 43
126.750870, 127.0.0.1, /block 31 30 47
126.779750, 127.0.0.1, /block 28 28 41
126.807392, 127.0.0.1, /block 26 26 54
126.835239, 127.0.0.1, /block 25 24 64
126.863402, 127.0.0.1, /block 25 23 74
126.891825, 127.0.0.1, /block 26 24 78
126.920002, 127.0.0.1, /block 26 29 78
126.946897, 127.0.0.1, /block 30 36 80
126.975202, 127.0.0.1, /block 32 48 67
127.004143, 127.0.0.1, /block 35 60 64
127.032231, 127.0.0.1, /block 44 73 62
127.059477, 127.0.0.1, /block 53 83 70
127.087847, 127.0.0.1, /block 65 94 78
127.116272, 127.0.0.1, /block 75 102 45
127.143816, 127.0.0.1, /block 86 108 31
127.171250, 127.0.0.1, /block 94 112 42
127.199351, 127.0.0.1, /block 95 112 46
127.228046, 127.0.0.1, /block 96 109 27
127.255097, 127.0.0.1, /block 94 106 24
127.283926, 127.0.0.1, /block 89 98 22
127.311469, 127.0.0.1, /block 81 91 29
127.339464, 127.0.0.1, /block 68 83 38
127.368027, 127.0.0.1, /block 56 76 49
127.396385, 127.0.0.1, /block 43 71 50
127.423178, 127.0.0.1, /block 34 65 52
127.451459, 127.0.0.1, /block 29 64 66
127.480378, 127.0.0.1, /block 29 64 50
127.507712, 127.0.0.1, /block 30 64 44
127.535237, 127.0.0.1, /block 34 63 44
127.563459, 127.0.0.1, /block 41 63 45
127.590899, 127.0.0.1, /block 50 58 36
127.619860, 127.0.0.1, /block 62 53 39
127.648358, 127.0.0.1, /block 71 48 46
127.675639, 127.0.0.1, /block 81 43 53
127.704173, 127.0.0.1, /block 88 37 41
127.732354, 127.0.0.1, /block 92 34 58
127.760344, 127.0.0.1, /block 93 30 59
127.787161, 127.0.0.1, /block 90 27 72
127.815869, 127.0.0.1, /block 85 25 72
127.845412, 127.0.0.1, /block 78 23 91
127.871236, 127.0.0.1, /block 69 21 90
127.899805, 127.0.0.1, /block 57 20 61
127.927779, 127.0.0.1, /block 49 20 56
127.955842, 127.0.0.1, /block 43 23 90
127.983889, 127.0.0.1, /block 39 25 119
128.011235, 127.0.0.1, /block 35 28 94
128.038917, 127.0.0.1, /block 34 35 92
128.067162, 127.0.0.1, /block 35 46 112
128.095624, 127.0.0.1, /block 41 54 100
128.122890, 127.0.0.1, /block 45 65 51
128.152352, 127.0.0.1, /block 52 75 57
128.180599, 127.0.0.1, /block 53 86 71
128.207750, 127.0.0.1, /block 53 96 72
128.236273, 127.0.0.1, /block 52 105 70
128.263634, 127.0.0.1, /block 50 112 79
128.292045, 127.0.0.1, /block 45 113 72
128.318902, 127.0.0.1, /block 39 112 59
128.348387, 127.0.0.1, /block 31 107 57
128.375356, 127.0.0.1, /block 25 100 47
128.402878, 127.0.0.1, /block 22 88 31
128.431925, 127.0.0.1, /block 23 79 29
128.460214, 127.0.0.1, /block 25 69 32
128.487950, 127.0.0.1, /block 32 60 50
128.514879, 127.0.0.1, /block 40 52 61
128.544175, 127.0.0.1, /block 50 46 45
128.571872, 127.0.0.1, /block 61 42 52
128.599628, 127.0.0.1, /block 73 39 32
128.627909, 127.0.0.1, /block 86 36 54
128.656557, 127.0.0.1, /block 90 39 70
128.683303, 127.0.0.1, /block 91 43 72
128.711640, 127.0.0.1, /block 86 48 59
128.740136, 127.0.0.1, /block 82 54 50
128.767772, 127.0.0.1, /block 72 61 55
128.795387, 127.0.0.1, /block 64 67 69
128.823005, 127.0.0.1, /block 56 74 56
128.852155, 127.0.0.1, /block 53 80 52
128.879525, 127.0.0.1, /block 54 85 90
128.908218, 127.0.0.1, /block 59 93 85
128.935203, 127.0.0.1, /block 66 98 70
128.964362, 127.0.0.1, /block 76 105 61
128.991228, 127.0.0.1, /block 85 111 55
129.019765, 127.0.0.1, /block 94 116 51
129.048384, 127.0.0.1, /block 100 119 53
129.075686, 127.0.0.1, /block 108 119 48
129.104259, 127.0.0.1, /block 116 118 32
129.132524, 127.0.0.1, /block 121 114 49
129.159382, 127.0.0.1, /block 123 108 58
129.187930, 127.0.0.1, /block 120 101 60
129.215509, 127.0.0.1, /block 113 92 79
129.244198, 127.0.0.1, /block 103 84 76
129.270888, 127.0.0.1, /block 92 75 90
129.299140, 127.0.0.1, /block 81 70 52
129.327372, 127.0.0.1, /block 74 63 53
129.355720, 127.0.0.1, /block 71 55 63
129.384323, 127.0.0.1, /block 71 49 78
129.411048, 127.0.0.1, /block 75 45 72
129.440142, 127.0.0.1, /block 85 36 43
129.467187, 127.0.0.1, /block 93 36 76
129.495176, 127.0.0.1, /block 103 35 77
129.523919, 127.0.0.1, /block 112 36 79
129.551557, 127.0.0.1, /block 116 40 59
129.580107, 127.0.0.1, /block 119 44 80
129.606878, 127.0.0.1, /block 120 50 65
129.635147, 127.0.0.1, /block 117 55 74
129.664222, 127.0.0.1, /block 112 62 77
129.691029, 127.0.0.1, /block 105 66 92
129.719278, 127.0.0.1, /block 94 70 89
129.749467, 127.0.0.1, /block 84 70 61
129.775892, 127.0.0.1, /block 72 68 50
129.804323, 127.0.0.1, /block 66 62 73
129.831895, 127.0.0.1, /block 64 56 70
129.859979, 127.0.0.1, /block 65 50 66
129.887831, 127.0.0.1, /block 71 45 73
129.915206, 127.0.0.1, /block 82 45 68
129.943701, 127.0.0.1, /block 92 45 52
129.970988, 127.0.0.1, /block 100 46 66
130.000183, 127.0.0.1, /block 103 53 86
130.027240, 127.0.0.1, /block 102 56 81
130.055821, 127.0.0.1, /block 101 65 75
130.083374, 127.0.0.1, /block 97 72 80
130.111476, 127.0.0.1, /block 88 76 80
130.140317, 127.0.0.1, /block 78 78 54
130.167380, 127.0.0.1, /block 65 77 44
130.195785, 127.0.0.1, /block 54 75 60
130.223887, 127.0.0.1, /block 45 68 42
130.251140, 127.0.0.1, /block 46 60 41
130.280450, 127.0.0.1, /block 53 53 55
130.307703, 127.0.0.1, /block 64 46 64
130.334885, 127.0.0.1, /block 75 42 44
130.363249, 127.0.0.1, /block 94 43 22
130.391148, 127.0.0.1, /block 107 44 49
130.420697, 127.0.0.1, /block 117 47 39
130.447856, 127.0.0.1, /block 122 56 32
130.475635, 127.0.0.1, /block 122 66 35
130.503325, 127.0.0.1, /block 114 74 42
130.532327, 127.0.0.1, /block 104 82 60
130.559517, 127.0.0.1, /block 91 84 61
130.588345, 127.0.0.1, /block 73 85 48
130.615850, 127.0.0.1, /block 64 83 56
130.643943, 127.0.0.1, /block 61 76 54
130.671378, 127.0.0.1, /block 60 67 35
130.699484, 127.0.0.1, /block 66 58 33
130.726783, 127.0.0.1, /block 74 50 48
130.755748, 127.0.0.1, /block 86 46 46
130.783676, 127.0.0.1, /block 100 44 41
130.810919, 127.0.0.1, /block 109 45 42
130.839844, 127.0.0.1, /block 114 53 52
130.867893, 127.0.0.1, /block 115 65 57
130.896357, 127.0.0.1, /block 113 76 45
130.923651, 127.0.0.1, /block 104 86 75
130.952374, 127.0.0.1, /block 94 95 73
130.979563, 127.0.0.1, /block 80 100 51
131.008009, 127.0.0.1, /block 69 100 42
131.035289, 127.0.0.1, /block 59 94 59
131.064118, 127.0.0.1, /block 51 84 73
131.091552, 127.0.0.1, /block 43 75 58
131.120003, 127.0.0.1, /block 39 66 66
131.147521, 127.0.0.1, /block 38 59 66
131.175882, 127.0.0.1, /block 40 56 57
131.204481, 127.0.0.1, /block 45 57 57
131.231797, 127.0.0.1, /block 55 58 54
131.260150, 127.0.0.1, /block 66 66 40
131.288376, 127.0.0.1, /block 79 76 61
131.315362, 127.0.0.1, /block 90 86 74
131.343474, 127.0.0.1, /block 93 95 72
131.372445, 127.0.0.1, /block 95 105 91
131.400038, 127.0.0.1, /block 96 114 118
131.428352, 127.0.0.1, /block 95 119 120
131.456039, 127.0.0.1, /block 94 122 121
131.484564, 127.0.0.1, /block 94 123 111
131.511285, 127.0.0.1, /block 94 123 107
131.539884, 127.0.0.1, /block 94 121 99
131.568207, 127.0.0.1, /block 92 117 73
131.595778, 127.0.0.1, /block 91 114 98
131.623527, 127.0.0.1, /block 91 105 91
131.652343, 127.0.0.1, /block 93 100 90
131.680122, 127.0.0.1, /block 97 92 89
131.708647, 127.0.0.1, /block 101 82 97
131.735114, 127.0.0.1, /block 106 74 120
131.763321, 127.0.0.1, /block 111 69 111
131.791844, 127.0.0.1, /block 114 63 112
131.820142, 127.0.0.1, /block 115 57 96
131.847134, 127.0.0.1, /block 113 53 89
131.875790, 127.0.0.1, /block 110 48 106
131.903689, 127.0.0.1, /block 103 43 94
131.932021, 127.0.0.1, /block 93 36 96
131.958892, 127.0.0.1, /block 82 32 85
131.988600, 127.0.0.1, /block 72 26 113
132.015560, 127.0.0.1, /block 65 24 120
132.044188, 127.0.0.1, /block 62 24 97
132.070988, 127.0.0.1, /block 58 25 104
132.099614, 127.0.0.1, /block 53 29 87
132.129319, 127.0.0.1, /block 52 36 105
132.155213, 127.0.0.1, /block 51 45 124
132.183384, 127.0.0.1, /block 51 56 110
132.212194, 127.0.0.1, /block 53 69 86
132.240199, 127.0.0.1, /block 54 82 122
132.267757, 127.0.0.1, /block 54 93 127
132.295861, 127.0.0.1, /block 55 104 127
132.323212, 127.0.0.1, /block 54 114 127
132.351579, 127.0.0.1, /block 52 121 127
132.380204, 127.0.0.1, /block 51 125 127
132.407419, 127.0.0.1, /block 50 126 110
132.435569, 127.0.0.1, /block 48 126 80
132.464116, 127.0.0.1, /block 46 125 86
132.491360, 127.0.0.1, /block 43 123 97
132.518891, 127.0.0.1, /block 39 115 84
132.547341, 127.0.0.1, /block 33 110 93
132.575464, 127.0.0.1, /block 28 102 94
132.604560, 127.0.0.1, /block 25 91 72
132.632276, 127.0.0.1, /block 24 82 86
132.659783, 127.0.0.1, /block 24 73 93
132.687594, 127.0.0.1, /block 30 64 99
132.715882, 127.0.0.1, /block 37 58 99
132.743868, 127.0.0.1, /block 52 54 85
132.772380, 127.0.0.1, /block 71 55 89
132.800367, 127.0.0.1, /block 93 57 76
132.827762, 127.0.0.1, /block 109 64 61
132.854864, 127.0.0.1, /block 118 72 102
132.884098, 127.0.0.1, /block 122 78 83
132.911745, 127.0.0.1, /block 122 84 127
132.940412, 127.0.0.1, /block 121 89 116
132.967397, 127.0.0.1, /block 116 93 112
132.994899, 127.0.0.1, /block 110 97 78
133.024044, 127.0.0.1, /block 98 100 76
133.052375, 127.0.0.1, /block 85 101 69
133.080339, 127.0.0.1, /block 70 99 60
133.107432, 127.0.0.1, /block 57 95 61
133.136585, 127.0.0.1, /block 49 88 91
133.163925, 127.0.0.1, /block 44 81 78
133.191503, 127.0.0.1, /block 41 73 66
133.219839, 127.0.0.1, /block 42 63 82
133.247351, 127.0.0.1, /block 43 54 83
133.276109, 127.0.0.1, /block 45 45 83
133.304052, 127.0.0.1, /block 48 39 63
133.330885, 127.0.0.1, /block 53 39 70
133.358847, 127.0.0.1, /block 56 42 87
133.387441, 127.0.0.1, /block 60 49 78
133.416124, 127.0.0.1, /block 61 62 65
133.443307, 127.0.0.1, /block 57 74 78
133.471551, 127.0.0.1, /block 55 85 118
133.499911, 127.0.0.1, /block 55 96 104
133.527268, 127.0.0.1, /block 55 107 115
133.557567, 127.0.0.1, /block 61 115 111
133.584309, 127.0.0.1, /block 70 122 71
133.611567, 127.0.0.1, /block 80 127 32
133.640074, 127.0.0.1, /block 91 127 30
133.667872, 127.0.0.1, /block 99 127 18
133.695858, 127.0.0.1, /block 109 126 24
133.723260, 127.0.0.1, /block 114 119 27
133.751529, 127.0.0.1, /block 114 109 38
133.780128, 127.0.0.1, /block 108 96 45
133.807233, 127.0.0.1, /block 101 82 52
133.835377, 127.0.0.1, /block 88 68 45
133.863161, 127.0.0.1, /block 73 55 22
133.891983, 127.0.0.1, /block 56 46 58
133.919024, 127.0.0.1, /block 45 41 54
133.947203, 127.0.0.1, /block 42 41 59
133.975378, 127.0.0.1, /block 41 45 69
134.004028, 127.0.0.1, /block 44 55 75
134.031828, 127.0.0.1, /block 52 66 55
134.060121, 127.0.0.1, /block 64 80 59
134.087019, 127.0.0.1, /block 76 89 75
134.115835, 127.0.0.1, /block 89 96 44
134.144314, 127.0.0.1, /block 95 98 50
134.171952, 127.0.0.1, /block 99 95 48
134.200185, 127.0.0.1, /block 100 90 47
134.227695, 127.0.0.1, /block 96 79 68
134.255601, 127.0.0.1, /block 85 66 53
134.284288, 127.0.0.1, /block 73 53 54
134.311257, 127.0.0.1, /block 56 45 65
134.340013, 127.0.0.1, /block 43 36 59
134.367451, 127.0.0.1, /block 34 35 85
134.396130, 127.0.0.1, /block 33 38 96
134.424029, 127.0.0.1, /block 35 47 101
134.452392, 127.0.0.1, /block 45 59 71
134.479765, 127.0.0.1, /block 61 73 69
134.507405, 127.0.0.1, /block 73 80 67
134.535774, 127.0.0.1, /block 90 84 84
134.564315, 127.0.0.1, /block 99 86 70
134.591307, 127.0.0.1, /block 102 83 80
134.620207, 127.0.0.1, /block 102 74 94
134.646012, 127.0.0.1, /block 93 63 64
134.676516, 127.0.0.1, /block 78 48 48
134.704583, 127.0.0.1, /block 60 36 49
134.731761, 127.0.0.1, /block 42 31 49
134.760148, 127.0.0.1, /block 33 32 87
134.787445, 127.0.0.1, /block 30 36 95
134.814895, 127.0.0.1, /block 33 48 76
134.842845, 127.0.0.1, /block 43 61 74
134.871337, 127.0.0.1, /block 54 74 65
134.899740, 127.0.0.1, /block 71 81 58
134.927270, 127.0.0.1, /block 84 82 73
134.955705, 127.0.0.1, /block 95 78 55
134.983073, 127.0.0.1, /block 97 69 38
135.011337, 127.0.0.1, /block 91 56 55
135.038931, 127.0.0.1, /block 76 44 60
135.067636, 127.0.0.1, /block 56 31 44
135.097346, 127.0.0.1, /block 43 25 59
135.123041, 127.0.0.1, /block 35 25 108
135.151249, 127.0.0.1, /block 35 28 86
135.180073, 127.0.0.1, /block 39 41 73
135.208351, 127.0.0.1, /block 50 57 51
135.235743, 127.0.0.1, /block 62 74 50
135.264167, 127.0.0.1, /block 73 83 91
135.291197, 127.0.0.1, /block 85 92 57
135.319857, 127.0.0.1, /block 95 88 27
135.345508, 127.0.0.1, /block 100 84 44
135.376514, 127.0.0.1, /block 96 73 52
135.404496, 127.0.0.1, /block 89 56 36
135.431335, 127.0.0.1, /block 76 40 44
135.461490, 127.0.0.1, /block 61 26 42
135.488533, 127.0.0.1, /block 51 18 38
135.515545, 127.0.0.1, /block 44 15 61
135.543236, 127.0.0.1, /block 45 22 92
135.571907, 127.0.0.1, /block 53 32 68
135.599789, 127.0.0.1, /block 64 47 76
135.627404, 127.0.0.1, /block 74 64 53
135.655360, 127.0.0.1, /block 88 77 52
135.684228, 127.0.0.1, /block 101 86 56
135.710830, 127.0.0.1, /block 111 92 64
135.739371, 127.0.0.1, /block 114 89 55
135.768243, 127.0.0.1, /block 119 83 61
135.795777, 127.0.0.1, /block 117 70 34
135.823914, 127.0.0.1, /block 111 56 38
135.850895, 127.0.0.1, /block 100 39 32
135.880279, 127.0.0.1, /block 86 27 61
135.907567, 127.0.0.1, /block 78 19 52
135.935724, 127.0.0.1, /block 73 20 66
135.963096, 127.0.0.1, /block 68 26 66
135.991031, 127.0.0.1, /block 67 37 40
136.020033, 127.0.0.1, /block 66 55 48
136.047330, 127.0.0.1, /block 66 71 45
136.076614, 127.0.0.1, /block 72 83 66
136.104031, 127.0.0.1, /block 77 98 31
136.131719, 127.0.0.1, /block 86 108 28
136.159431, 127.0.0.1, /block 91 115 47
136.187866, 127.0.0.1, /block 92 119 38
136.216113, 127.0.0.1, /block 88 118 21
136.243492, 127.0.0.1, /block 83 114 19
136.271580, 127.0.0.1, /block 71 107 40
136.300154, 127.0.0.1, /block 58 96 39
136.327697, 127.0.0.1, /block 48 86 66
136.355950, 127.0.0.1, /block 35 77 51
136.383951, 127.0.0.1, /block 32 65 55
136.411345, 127.0.0.1, /block 31 56 67
136.440548, 127.0.0.1, /block 34 52 63
136.465913, 127.0.0.1, /block 44 47 71
136.495371, 127.0.0.1, /block 61 45 77
136.523154, 127.0.0.1, /block 78 44 66
136.551827, 127.0.0.1, /block 95 46 84
136.579452, 127.0.0.1, /block 104 50 108
136.608589, 127.0.0.1, /block 105 57 125
136.635405, 127.0.0.1, /block 105 63 118
136.664283, 127.0.0.1, /block 102 69 127
136.691305, 127.0.0.1, /block 98 74 127
136.719155, 127.0.0.1, /block 89 79 114
136.748161, 127.0.0.1, /block 73 83 90
136.775940, 127.0.0.1, /block 60 84 94
136.804623, 127.0.0.1, /block 42 83 83
136.831892, 127.0.0.1, /block 25 79 57
136.860110, 127.0.0.1, /block 13 74 69
136.887132, 127.0.0.1, /block 7 71 38
136.915156, 127.0.0.1, /block 7 71 42
136.944040, 127.0.0.1, /block 8 74 61
136.970898, 127.0.0.1, /block 12 81 57
136.999661, 127.0.0.1, /block 16 89 78
137.027420, 127.0.0.1, /block 23 97 62
137.056598, 127.0.0.1, /block 31 106 82
137.083428, 127.0.0.1, /block 37 114 75
137.112166, 127.0.0.1, /block 45 120 81
137.139830, 127.0.0.1, /block 52 124 97
137.167902, 127.0.0.1, /block 61 125 95
137.196040, 127.0.0.1, /block 67 125 58
137.222909, 127.0.0.1, /block 74 125 46
137.251361, 127.0.0.1, /block 81 122 60
137.279724, 127.0.0.1, /block 85 120 57
137.308490, 127.0.0.1, /block 91 113 65
137.335263, 127.0.0.1, /block 95 105 55
137.365562, 127.0.0.1, /block 95 96 40
137.390916, 127.0.0.1, /block 93 90 55
137.418875, 127.0.0.1, /block 86 81 46
137.447300, 127.0.0.1, /block 76 72 39
137.476461, 127.0.0.1, /block 62 63 48
137.503615, 127.0.0.1, /block 46 55 44
137.532391, 127.0.0.1, /block 34 48 38
137.559400, 127.0.0.1, /block 25 45 45
137.587755, 127.0.0.1, /block 19 39 26
137.616347, 127.0.0.1, /block 17 37 21
137.643638, 127.0.0.1, /block 17 37 20
137.672509, 127.0.0.1, /block 16 33 17
137.699312, 127.0.0.1, /block 19 30 28
137.728192, 127.0.0.1, /block 24 27 33
137.755359, 127.0.0.1, /block 30 22 47
137.782912, 127.0.0.1, /block 37 18 40
137.811605, 127.0.0.1, /block 45 13 53
137.840010, 127.0.0.1, /block 54 10 52
137.866858, 127.0.0.1, /block 65 10 46
137.895406, 127.0.0.1, /block 80 10 24
137.924394, 127.0.0.1, /block 91 10 47
137.952237, 127.0.0.1, /block 102 12 59
137.979196, 127.0.0.1, /block 106 17 77
138.007310, 127.0.0.1, /block 107 23 66
138.035536, 127.0.0.1, /block 105 28 66
138.064879, 127.0.0.1, /block 102 35 67
138.091805, 127.0.0.1, /block 93 39 59
138.118926, 127.0.0.1, /block 80 46 64
138.148107, 127.0.0.1, /block 66 49 32
138.175670, 127.0.0.1, /block 52 47 41
138.203564, 127.0.0.1, /block 41 44 60
138.231901, 127.0.0.1, /block 34 37 52
138.260052, 127.0.0.1, /block 34 32 44
138.288529, 127.0.0.1, /block 39 26 52
138.315979, 127.0.0.1, /block 44 26 60
138.343345, 127.0.0.1, /block 60 27 80
138.371878, 127.0.0.1, /block 77 31 31
138.400123, 127.0.0.1, /block 93 43 48
138.426898, 127.0.0.1, /block 98 54 77
138.455916, 127.0.0.1, /block 98 70 71
138.483383, 127.0.0.1, /block 91 81 96
138.511572, 127.0.0.1, /block 81 92 85
138.540045, 127.0.0.1, /block 66 97 43
138.568232, 127.0.0.1, /block 52 101 45
138.595869, 127.0.0.1, /block 37 96 68
138.624046, 127.0.0.1, /block 30 91 41
138.650907, 127.0.0.1, /block 24 84 51
138.678915, 127.0.0.1, /block 24 74 49
138.709207, 127.0.0.1, /block 30 66 40
138.736340, 127.0.0.1, /block 44 61 39
138.764363, 127.0.0.1, /block 65 56 46
138.792084, 127.0.0.1, /block 88 57 40
138.820115, 127.0.0.1, /block 104 55 26
138.847775, 127.0.0.1, /block 117 57 48
138.875597, 127.0.0.1, /block 117 58 33
138.903023, 127.0.0.1, /block 115 57 30
138.931322, 127.0.0.1, /block 113 57 34
138.959861, 127.0.0.1, /block 107 52 38
138.987054, 127.0.0.1, /block 103 47 35
139.015505, 127.0.0.1, /block 96 39 31
139.043607, 127.0.0.1, /block 91 37 39
139.070986, 127.0.0.1, /block 88 32 43
139.099907, 127.0.0.1, /block 80 26 35
139.128679, 127.0.0.1, /block 75 25 47
139.155604, 127.0.0.1, /block 66 21 53
139.184416, 127.0.0.1, /block 60 21 30
139.212359, 127.0.0.1, /block 51 20 37
139.239431, 127.0.0.1, /block 40 19 39
139.266906, 127.0.0.1, /block 32 22 72
139.295432, 127.0.0.1, /block 28 22 53
139.324403, 127.0.0.1, /block 28 29 76
139.351417, 127.0.0.1, /block 31 36 76
139.379270, 127.0.0.1, /block 35 46 83
139.407596, 127.0.0.1, /block 45 56 65
139.434864, 127.0.0.1, /block 59 71 39
139.464179, 127.0.0.1, /block 71 80 59
139.492068, 127.0.0.1, /block 83 85 81
139.520023, 127.0.0.1, /block 94 90 41
139.549671, 127.0.0.1, /block 98 85 63
139.575080, 127.0.0.1, /block 97 79 68
139.603645, 127.0.0.1, /block 93 70 52
139.631329, 127.0.0.1, /block 84 56 43
139.660265, 127.0.0.1, /block 69 46 61
139.688038, 127.0.0.1, /block 55 35 48
139.715715, 127.0.0.1, /block 45 33 54
139.744608, 127.0.0.1, /block 36 36 74
139.771256, 127.0.0.1, /block 33 44 70
139.799666, 127.0.0.1, /block 33 55 98
139.828647, 127.0.0.1, /block 41 71 55
139.856432, 127.0.0.1, /block 52 84 69
139.884203, 127.0.0.1, /block 61 94 83
139.911789, 127.0.0.1, /block 71 100 43
139.939948, 127.0.0.1, /block 81 99 44
139.967365, 127.0.0.1, /block 85 91 41
139.995454, 127.0.0.1, /block 84 80 44
140.024366, 127.0.0.1, /block 76 66 42
140.051835, 127.0.0.1, /block 64 51 47
140.079383, 127.0.0.1, /block 50 39 48
140.107528, 127.0.0.1, /block 41 34 60
140.134951, 127.0.0.1, /block 33 37 66
140.163968, 127.0.0.1, /block 30 47 68
140.192665, 127.0.0.1, /block 36 63 50
140.221661, 127.0.0.1, /block 51 79 52
140.247362, 127.0.0.1, /block 65 92 66
140.276534, 127.0.0.1, /block 78 102 39
140.303379, 127.0.0.1, /block 90 104 26
140.332228, 127.0.0.1, /block 95 97 28
140.359575, 127.0.0.1, /block 95 86 40
140.387026, 127.0.0.1, /block 86 71 42
140.416139, 127.0.0.1, /block 74 54 39
140.443630, 127.0.0.1, /block 59 44 57
140.471914, 127.0.0.1, /block 47 35 38
140.499271, 127.0.0.1, /block 37 35 67
140.528147, 127.0.0.1, /block 32 42 53
140.555332, 127.0.0.1, /block 33 55 85
140.583305, 127.0.0.1, /block 44 73 67
140.612224, 127.0.0.1, /block 56 87 54
140.639489, 127.0.0.1, /block 73 98 50
140.668434, 127.0.0.1, /block 86 105 56
140.696636, 127.0.0.1, /block 92 105 50
140.724573, 127.0.0.1, /block 94 95 52
140.751924, 127.0.0.1, /block 86 82 56
140.779090, 127.0.0.1, /block 72 66 34
140.808409, 127.0.0.1, /block 54 48 52
140.835301, 127.0.0.1, /block 35 34 55
140.863668, 127.0.0.1, /block 23 26 68
140.892368, 127.0.0.1, /block 21 28 64
140.920101, 127.0.0.1, /block 18 38 45
140.947417, 127.0.0.1, /block 24 53 46
140.975856, 127.0.0.1, /block 35 69 42
141.004524, 127.0.0.1, /block 51 85 51
141.031477, 127.0.0.1, /block 60 97 48
141.060373, 127.0.0.1, /block 67 106 43
141.088323, 127.0.0.1, /block 72 111 35
141.115397, 127.0.0.1, /block 71 113 47
141.143084, 127.0.0.1, /block 66 112 39
141.170906, 127.0.0.1, /block 60 111 39
141.199202, 127.0.0.1, /block 47 107 55
141.227917, 127.0.0.1, /block 30 103 54
141.255048, 127.0.0.1, /block 12 96 37
141.284335, 127.0.0.1, /block 3 90 46
141.311548, 127.0.0.1, /block 0 84 41
141.340076, 127.0.0.1, /block 0 79 20
141.367488, 127.0.0.1, /block 0 76 22
141.396185, 127.0.0.1, /block 0 69 27
141.423089, 127.0.0.1, /block 0 59 16
141.452139, 127.0.0.1, /block 3 49 22
141.479533, 127.0.0.1, /block 8 45 41
141.507721, 127.0.0.1, /block 14 37 37
141.534901, 127.0.0.1, /block 17 30 37
141.564420, 127.0.0.1, /block 19 23 64
141.592056, 127.0.0.1, /block 17 17 81
141.619530, 127.0.0.1, /block 18 15 75
141.647580, 127.0.0.1, /block 17 15 99
141.676675, 127.0.0.1, /block 16 20 92
141.703358, 127.0.0.1, /block 16 28 72
141.731901, 127.0.0.1, /block 15 43 94
141.759087, 127.0.0.1, /block 16 58 105
141.788013, 127.0.0.1, /block 16 73 99
141.816604, 127.0.0.1, /block 20 85 90
141.843926, 127.0.0.1, /block 24 98 64
141.871902, 127.0.0.1, /block 32 105 97
141.899549, 127.0.0.1, /block 44 110 59
141.928512, 127.0.0.1, /block 59 114 85
141.955430, 127.0.0.1, /block 75 113 63
141.983823, 127.0.0.1, /block 94 111 44
142.011769, 127.0.0.1, /block 110 106 40
142.040545, 127.0.0.1, /block 118 99 37
142.067837, 127.0.0.1, /block 121 92 46
142.096628, 127.0.0.1, /block 119 86 58
142.124023, 127.0.0.1, /block 115 76 34
142.152159, 127.0.0.1, /block 105 67 49
142.179583, 127.0.0.1, /block 95 56 54
142.208701, 127.0.0.1, /block 83 48 48
142.236169, 127.0.0.1, /block 65 45 61
142.263285, 127.0.0.1, /block 49 39 56
142.291567, 127.0.0.1, /block 35 37 64
142.319839, 127.0.0.1, /block 27 36 81
142.347332, 127.0.0.1, /block 26 36 65
142.375370, 127.0.0.1, /block 26 36 68
142.403935, 127.0.0.1, /block 30 35 59
142.432204, 127.0.0.1, /block 34 33 48
142.460120, 127.0.0.1, /block 40 26 60
142.487355, 127.0.0.1, /block 45 23 71
142.515860, 127.0.0.1, /block 52 11 61
142.543678, 127.0.0.1, /block 61 4 51
142.572266, 127.0.0.1, /block 68 0 19
142.599275, 127.0.0.1, /block 78 0 17
142.628069, 127.0.0.1, /block 84 0 26
142.655347, 127.0.0.1, /block 92 0 60
142.684225, 127.0.0.1, /block 96 3 103
142.712717, 127.0.0.1, /block 97 9 99
142.739949, 127.0.0.1, /block 94 16 127
142.767323, 127.0.0.1, /block 83 20 127
142.795958, 127.0.0.1, /block 67 24 124
142.824113, 127.0.0.1, /block 46 27 59
142.851384, 127.0.0.1, /block 34 30 68
142.879548, 127.0.0.1, /block 26 34 75
142.907396, 127.0.0.1, /block 25 36 84
142.934984, 127.0.0.1, /block 26 44 98
142.963757, 127.0.0.1, /block 31 53 104
142.992720, 127.0.0.1, /block 36 64 83
143.020264, 127.0.0.1, /block 46 76 74
143.047521, 127.0.0.1, /block 55 86 76
143.077884, 127.0.0.1, /block 65 95 85
143.104175, 127.0.0.1, /block 74 102 62
143.132411, 127.0.0.1, /block 83 105 52
143.160587, 127.0.0.1, /block 88 104 50
143.187828, 127.0.0.1, /block 86 99 32
143.215569, 127.0.0.1, /block 83 90 26
143.244613, 127.0.0.1, /block 74 80 39
143.271188, 127.0.0.1, /block 64 71 48
143.299885, 127.0.0.1, /block 51 60 38
143.327987, 127.0.0.1, /block 41 51 43
143.355318, 127.0.0.1, /block 32 45 46
143.384230, 127.0.0.1, /block 27 44 64
143.411996, 127.0.0.1, /block 26 42 43
143.439836, 127.0.0.1, /block 27 42 49
